user_id,total_orders,frequency_group,segment_name
72754,100,1,High
66621,100,1,High
66195,100,1,High
82232,100,1,High
33731,100,1,High
25422,100,1,High
53673,100,1,High
81944,100,1,High
55831,100,1,High
47038,100,1,High
53837,100,1,High
12430,100,1,High
50087,100,1,High
94764,100,1,High
85577,100,1,High
82598,100,1,High
81140,100,1,High
21332,100,1,High
87406,100,1,High
68891,100,1,High
58040,100,1,High
23701,100,1,High
62443,100,1,High
18998,100,1,High
60040,100,1,High
68716,100,1,High
38462,100,1,High
95426,100,1,High
18275,100,1,High
95193,100,1,High
94330,100,1,High
9667,100,1,High
103206,100,1,High
22767,100,1,High
44182,100,1,High
35662,100,1,High
69028,100,1,High
49210,100,1,High
56033,100,1,High
104855,100,1,High
100629,100,1,High
38683,100,1,High
24609,100,1,High
49186,100,1,High
91359,100,1,High
72759,100,1,High
68610,100,1,High
84098,100,1,High
96497,100,1,High
93062,100,1,High
37086,100,1,High
82356,100,1,High
72544,100,1,High
25414,100,1,High
16680,100,1,High
43352,100,1,High
85203,100,1,High
95967,100,1,High
27608,100,1,High
65176,100,1,High
51072,100,1,High
66998,100,1,High
75805,100,1,High
31674,100,1,High
66588,100,1,High
51141,100,1,High
94977,100,1,High
41509,100,1,High
39863,100,1,High
59819,100,1,High
23405,100,1,High
30888,100,1,High
70278,100,1,High
78879,100,1,High
89989,100,1,High
70922,100,1,High
55336,100,1,High
23170,100,1,High
25416,100,1,High
7175,100,1,High
20487,100,1,High
81835,100,1,High
65220,100,1,High
12942,100,1,High
27679,100,1,High
45938,100,1,High
39901,100,1,High
90110,100,1,High
75446,100,1,High
64320,100,1,High
76729,100,1,High
67921,100,1,High
66440,100,1,High
66600,100,1,High
49406,100,1,High
82424,100,1,High
93581,100,1,High
14669,100,1,High
29058,100,1,High
43682,100,1,High
100969,100,1,High
56886,100,1,High
27208,100,1,High
88911,100,1,High
17742,100,1,High
86633,100,1,High
71929,100,1,High
85690,100,1,High
81505,100,1,High
86661,100,1,High
45788,100,1,High
15501,100,1,High
98411,100,1,High
28855,100,1,High
54485,100,1,High
71919,100,1,High
89799,100,1,High
67870,100,1,High
102339,100,1,High
17997,100,1,High
79060,100,1,High
77374,100,1,High
62772,100,1,High
102345,100,1,High
40278,100,1,High
90510,100,1,High
52868,100,1,High
27581,100,1,High
16364,100,1,High
69995,100,1,High
42711,100,1,High
31606,100,1,High
25876,100,1,High
17202,100,1,High
78375,100,1,High
71663,100,1,High
14414,100,1,High
48732,100,1,High
100787,100,1,High
92111,100,1,High
34065,100,1,High
14489,100,1,High
76543,100,1,High
32971,100,1,High
83011,100,1,High
55725,100,1,High
17884,100,1,High
62239,100,1,High
47302,100,1,High
83293,100,1,High
42971,100,1,High
34628,100,1,High
97138,100,1,High
82420,100,1,High
89567,100,1,High
91035,100,1,High
38811,100,1,High
15161,100,1,High
66482,100,1,High
8419,100,1,High
32772,100,1,High
68713,100,1,High
94701,100,1,High
16357,100,1,High
98601,100,1,High
26086,100,1,High
78164,100,1,High
26988,100,1,High
47644,100,1,High
68923,100,1,High
73042,100,1,High
54901,100,1,High
76460,100,1,High
103508,100,1,High
36666,100,1,High
19326,100,1,High
9910,100,1,High
17974,100,1,High
100916,100,1,High
45352,100,1,High
54259,100,1,High
37563,100,1,High
70679,100,1,High
82563,100,1,High
53488,100,1,High
58853,100,1,High
39993,100,1,High
21313,100,1,High
94221,100,1,High
61771,100,1,High
69173,100,1,High
102918,100,1,High
77311,100,1,High
13736,100,1,High
49200,100,1,High
12166,100,1,High
16600,100,1,High
83222,100,1,High
35048,100,1,High
96533,100,1,High
55226,100,1,High
20558,100,1,High
54831,100,1,High
100142,100,1,High
23744,100,1,High
30077,100,1,High
49159,100,1,High
57130,100,1,High
49767,100,1,High
53001,100,1,High
6710,100,1,High
80828,100,1,High
93608,100,1,High
93519,100,1,High
69359,100,1,High
61399,100,1,High
36149,100,1,High
76594,100,1,High
50442,100,1,High
12587,100,1,High
96827,100,1,High
14437,100,1,High
127661,100,1,High
154160,100,1,High
196091,100,1,High
120458,100,1,High
179496,100,1,High
88150,100,1,High
54804,100,1,High
107523,100,1,High
169991,100,1,High
12473,100,1,High
27430,100,1,High
65820,100,1,High
52136,100,1,High
171807,100,1,High
167882,100,1,High
172054,100,1,High
169226,100,1,High
179373,100,1,High
119061,100,1,High
151045,100,1,High
100825,100,1,High
156218,100,1,High
130445,100,1,High
65310,100,1,High
73645,100,1,High
194017,100,1,High
154678,100,1,High
84092,100,1,High
132863,100,1,High
104910,100,1,High
118800,100,1,High
140672,100,1,High
171512,100,1,High
62453,100,1,High
59979,100,1,High
126272,100,1,High
65320,100,1,High
134572,100,1,High
146714,100,1,High
195182,100,1,High
79314,100,1,High
183129,100,1,High
188093,100,1,High
109170,100,1,High
45657,100,1,High
141034,100,1,High
144239,100,1,High
174555,100,1,High
3742,100,1,High
158697,100,1,High
126537,100,1,High
156311,100,1,High
159549,100,1,High
102666,100,1,High
148448,100,1,High
162744,100,1,High
183981,100,1,High
31093,100,1,High
186704,100,1,High
121714,100,1,High
159115,100,1,High
142245,100,1,High
180963,100,1,High
39221,100,1,High
107327,100,1,High
40188,100,1,High
170746,100,1,High
114835,100,1,High
128987,100,1,High
88698,100,1,High
151386,100,1,High
146147,100,1,High
103593,100,1,High
143118,100,1,High
201135,100,1,High
114229,100,1,High
114958,100,1,High
151409,100,1,High
117890,100,1,High
42920,100,1,High
159277,100,1,High
206105,100,1,High
89304,100,1,High
81704,100,1,High
130465,100,1,High
164055,100,1,High
84500,100,1,High
5296,100,1,High
33934,100,1,High
174328,100,1,High
44834,100,1,High
168854,100,1,High
139038,100,1,High
70860,100,1,High
28775,100,1,High
89064,100,1,High
37689,100,1,High
191829,100,1,High
164469,100,1,High
8420,100,1,High
72889,100,1,High
120999,100,1,High
170096,100,1,High
105338,100,1,High
175680,100,1,High
146119,100,1,High
151840,100,1,High
42975,100,1,High
200416,100,1,High
8664,100,1,High
105913,100,1,High
15896,100,1,High
76784,100,1,High
138791,100,1,High
89724,100,1,High
57621,100,1,High
204709,100,1,High
90584,100,1,High
112764,100,1,High
89018,100,1,High
55073,100,1,High
84095,100,1,High
197343,100,1,High
175294,100,1,High
8359,100,1,High
36400,100,1,High
139721,100,1,High
133865,100,1,High
198217,100,1,High
190416,100,1,High
160617,100,1,High
145961,100,1,High
88409,100,1,High
8703,100,1,High
123245,100,1,High
63471,100,1,High
79520,100,1,High
20152,100,1,High
93140,100,1,High
187842,100,1,High
14798,100,1,High
182854,100,1,High
83161,100,1,High
52232,100,1,High
176885,100,1,High
58843,100,1,High
111734,100,1,High
202593,100,1,High
26489,100,1,High
162455,100,1,High
121327,100,1,High
124823,100,1,High
146625,100,1,High
152365,100,1,High
59365,100,1,High
182506,100,1,High
100514,100,1,High
174683,100,1,High
51437,100,1,High
190212,100,1,High
120897,100,1,High
39308,100,1,High
81678,100,1,High
154917,100,1,High
152411,100,1,High
160297,100,1,High
193466,100,1,High
168904,100,1,High
74315,100,1,High
153726,100,1,High
103166,100,1,High
171599,100,1,High
204485,100,1,High
6978,100,1,High
181540,100,1,High
203256,100,1,High
14230,100,1,High
180135,100,1,High
171261,100,1,High
161343,100,1,High
55989,100,1,High
132217,100,1,High
118685,100,1,High
202530,100,1,High
188947,100,1,High
100982,100,1,High
137764,100,1,High
161809,100,1,High
24562,100,1,High
159610,100,1,High
127220,100,1,High
136870,100,1,High
201623,100,1,High
162038,100,1,High
25132,100,1,High
136508,100,1,High
133196,100,1,High
19612,100,1,High
102254,100,1,High
15124,100,1,High
205972,100,1,High
189408,100,1,High
78267,100,1,High
117101,100,1,High
114346,100,1,High
143099,100,1,High
168637,100,1,High
42307,100,1,High
175540,100,1,High
135372,100,1,High
157704,100,1,High
195040,100,1,High
8779,100,1,High
205483,100,1,High
119835,100,1,High
38095,100,1,High
128897,100,1,High
39832,100,1,High
122233,100,1,High
33218,100,1,High
5732,100,1,High
140054,100,1,High
8365,100,1,High
143714,100,1,High
134678,100,1,High
172768,100,1,High
80955,100,1,High
155597,100,1,High
133227,100,1,High
124477,100,1,High
53130,100,1,High
5191,100,1,High
204887,100,1,High
59604,100,1,High
51594,100,1,High
20001,100,1,High
186507,100,1,High
159406,100,1,High
7279,100,1,High
150481,100,1,High
137629,100,1,High
171208,100,1,High
202304,100,1,High
48890,100,1,High
38016,100,1,High
44486,100,1,High
85247,100,1,High
69182,100,1,High
30650,100,1,High
68266,100,1,High
5199,100,1,High
146085,100,1,High
101261,100,1,High
138241,100,1,High
106854,100,1,High
143278,100,1,High
43529,100,1,High
110447,100,1,High
11334,100,1,High
2405,100,1,High
107809,100,1,High
195449,100,1,High
42520,100,1,High
172294,100,1,High
88054,100,1,High
127158,100,1,High
105213,100,1,High
35190,100,1,High
145075,100,1,High
135563,100,1,High
60716,100,1,High
40253,100,1,High
125662,100,1,High
41996,100,1,High
197107,100,1,High
179917,100,1,High
181347,100,1,High
125158,100,1,High
182772,100,1,High
145052,100,1,High
68138,100,1,High
75664,100,1,High
82545,100,1,High
194567,100,1,High
73080,100,1,High
9320,100,1,High
189425,100,1,High
86804,100,1,High
144435,100,1,High
113993,100,1,High
182290,100,1,High
108989,100,1,High
13951,100,1,High
130153,100,1,High
77880,100,1,High
1549,100,1,High
161043,100,1,High
138126,100,1,High
198709,100,1,High
5329,100,1,High
160426,100,1,High
1868,100,1,High
21253,100,1,High
153016,100,1,High
133983,100,1,High
147158,100,1,High
30873,100,1,High
200297,100,1,High
149859,100,1,High
143024,100,1,High
69974,100,1,High
150313,100,1,High
47809,100,1,High
184119,100,1,High
107451,100,1,High
39328,100,1,High
187742,100,1,High
148333,100,1,High
106724,100,1,High
109846,100,1,High
59106,100,1,High
29621,100,1,High
161333,100,1,High
169608,100,1,High
173850,100,1,High
202153,100,1,High
4558,100,1,High
118218,100,1,High
201914,100,1,High
177734,100,1,High
141290,100,1,High
196976,100,1,High
34362,100,1,High
146872,100,1,High
69672,100,1,High
33495,100,1,High
32092,100,1,High
189777,100,1,High
124753,100,1,High
134735,100,1,High
201038,100,1,High
68875,100,1,High
178113,100,1,High
172806,100,1,High
165294,100,1,High
35061,100,1,High
147834,100,1,High
121370,100,1,High
145070,100,1,High
112044,100,1,High
55441,100,1,High
130136,100,1,High
108546,100,1,High
187550,100,1,High
17873,100,1,High
64368,100,1,High
61543,100,1,High
105532,100,1,High
181400,100,1,High
50643,100,1,High
786,100,1,High
148917,100,1,High
203750,100,1,High
28476,100,1,High
183985,100,1,High
122848,100,1,High
77509,100,1,High
143296,100,1,High
146845,100,1,High
138586,100,1,High
178632,100,1,High
96750,100,1,High
25508,100,1,High
180851,100,1,High
139345,100,1,High
108911,100,1,High
147173,100,1,High
41002,100,1,High
85296,100,1,High
146600,100,1,High
129784,100,1,High
50074,100,1,High
6398,100,1,High
202939,100,1,High
97013,100,1,High
126993,100,1,High
119932,100,1,High
154162,100,1,High
20126,100,1,High
148375,100,1,High
165005,100,1,High
84058,100,1,High
132803,100,1,High
8085,100,1,High
162992,100,1,High
20965,100,1,High
72461,100,1,High
152144,100,1,High
65666,100,1,High
205237,100,1,High
144805,100,1,High
196163,100,1,High
87959,100,1,High
46087,100,1,High
67433,100,1,High
21819,100,1,High
61899,100,1,High
180103,100,1,High
131223,100,1,High
151061,100,1,High
7440,100,1,High
81549,100,1,High
129662,100,1,High
110741,100,1,High
12886,100,1,High
203020,100,1,High
139897,100,1,High
145244,100,1,High
188734,100,1,High
55827,100,1,High
61648,100,1,High
138113,100,1,High
127776,100,1,High
173909,100,1,High
126848,100,1,High
191820,100,1,High
107660,100,1,High
46864,100,1,High
74642,100,1,High
9106,100,1,High
31607,100,1,High
149680,100,1,High
71884,100,1,High
105063,100,1,High
67798,100,1,High
99721,100,1,High
313,100,1,High
78309,100,1,High
162140,100,1,High
106879,100,1,High
121860,100,1,High
21288,100,1,High
24283,100,1,High
126273,100,1,High
174084,100,1,High
12102,100,1,High
76905,100,1,High
62340,100,1,High
189024,100,1,High
196877,100,1,High
95338,100,1,High
175729,100,1,High
31617,100,1,High
134144,100,1,High
161200,100,1,High
1683,100,1,High
134883,100,1,High
171544,100,1,High
178736,100,1,High
109020,100,1,High
43236,100,1,High
192747,100,1,High
138283,100,1,High
53452,100,1,High
191821,100,1,High
157548,100,1,High
86061,100,1,High
143768,100,1,High
164906,100,1,High
174854,100,1,High
36740,100,1,High
88491,100,1,High
11980,100,1,High
162555,100,1,High
120853,100,1,High
132703,100,1,High
189304,100,1,High
49878,100,1,High
46792,100,1,High
176528,100,1,High
73765,100,1,High
158262,100,1,High
182364,100,1,High
164927,100,1,High
171236,100,1,High
163400,100,1,High
139652,100,1,High
176951,100,1,High
196912,100,1,High
164918,100,1,High
107152,100,1,High
108457,100,1,High
133235,100,1,High
111466,100,1,High
6268,100,1,High
115423,100,1,High
169071,100,1,High
117718,100,1,High
3514,100,1,High
179342,100,1,High
4199,100,1,High
106161,100,1,High
197745,100,1,High
190676,100,1,High
169586,100,1,High
190887,100,1,High
1024,100,1,High
6045,100,1,High
205543,100,1,High
174923,100,1,High
123746,100,1,High
187972,100,1,High
155843,100,1,High
205878,100,1,High
196941,100,1,High
178107,100,1,High
186935,100,1,High
1310,100,1,High
142977,100,1,High
158972,100,1,High
110479,100,1,High
164732,100,1,High
203027,100,1,High
201593,100,1,High
166908,100,1,High
112841,100,1,High
143121,100,1,High
168497,100,1,High
3960,100,1,High
170248,100,1,High
156475,100,1,High
1563,100,1,High
179090,100,1,High
179732,100,1,High
4490,100,1,High
116279,100,1,High
144972,100,1,High
154556,100,1,High
192210,100,1,High
124710,100,1,High
156205,100,1,High
195304,100,1,High
136421,100,1,High
166083,100,1,High
179189,100,1,High
193647,100,1,High
192245,100,1,High
146540,100,1,High
203314,100,1,High
187755,100,1,High
123143,100,1,High
125828,100,1,High
155032,100,1,High
189847,100,1,High
161724,100,1,High
140171,100,1,High
172793,100,1,High
145599,100,1,High
159591,100,1,High
147703,100,1,High
106823,100,1,High
172287,100,1,High
204455,100,1,High
181896,100,1,High
690,100,1,High
124991,100,1,High
163750,100,1,High
178209,100,1,High
139775,100,1,High
195868,100,1,High
174628,100,1,High
181936,100,1,High
140753,100,1,High
131093,100,1,High
111156,100,1,High
182558,100,1,High
203193,100,1,High
115925,100,1,High
161869,100,1,High
201896,100,1,High
310,100,1,High
158925,100,1,High
111739,100,1,High
4711,100,1,High
154378,100,1,High
198990,100,1,High
166786,100,1,High
182010,100,1,High
113588,100,1,High
155299,100,1,High
145555,100,1,High
186835,100,1,High
152241,100,1,High
197909,100,1,High
183036,100,1,High
142304,100,1,High
112678,100,1,High
175813,100,1,High
4229,100,1,High
159791,100,1,High
111982,100,1,High
199280,100,1,High
142936,100,1,High
175627,100,1,High
131634,100,1,High
151598,100,1,High
152877,100,1,High
139558,100,1,High
189327,100,1,High
169638,100,1,High
4807,100,1,High
164981,100,1,High
134199,100,1,High
157667,100,1,High
166785,100,1,High
178993,100,1,High
136737,100,1,High
120840,100,1,High
201268,100,1,High
182630,100,1,High
192795,100,1,High
159352,100,1,High
156262,100,1,High
162674,100,1,High
110129,100,1,High
108396,100,1,High
142932,100,1,High
175591,100,1,High
130036,100,1,High
140665,100,1,High
160532,100,1,High
185457,100,1,High
4693,100,1,High
136327,100,1,High
1958,100,1,High
186006,100,1,High
129867,100,1,High
135920,100,1,High
178966,100,1,High
138528,100,1,High
160132,100,1,High
111110,100,1,High
165813,100,1,High
168162,100,1,High
130802,100,1,High
170217,100,1,High
145978,100,1,High
140395,100,1,High
142281,100,1,High
133426,100,1,High
110238,100,1,High
180583,100,1,High
146361,100,1,High
173431,100,1,High
145974,100,1,High
134915,100,1,High
185641,100,1,High
3377,100,1,High
5101,100,1,High
123218,100,1,High
190983,100,1,High
195665,100,1,High
123066,100,1,High
1428,100,1,High
116458,100,1,High
202623,100,1,High
143434,100,1,High
2231,100,1,High
191755,100,1,High
181416,100,1,High
205405,100,1,High
136152,100,1,High
188020,100,1,High
140356,100,1,High
166136,100,1,High
156964,100,1,High
165049,100,1,High
1420,100,1,High
183651,100,1,High
176478,100,1,High
201776,100,1,High
117435,100,1,High
131904,100,1,High
111923,100,1,High
4499,100,1,High
156069,100,1,High
150063,100,1,High
179837,100,1,High
187609,100,1,High
202833,100,1,High
175658,100,1,High
185524,100,1,High
170771,100,1,High
113432,100,1,High
144889,100,1,High
113003,100,1,High
156116,100,1,High
6494,100,1,High
193748,100,1,High
142284,100,1,High
131864,100,1,High
151891,100,1,High
167316,100,1,High
199880,100,1,High
123601,100,1,High
141637,100,1,High
168173,100,1,High
113660,100,1,High
178532,100,1,High
152340,100,1,High
183139,100,1,High
148024,100,1,High
119028,100,1,High
143948,100,1,High
144977,100,1,High
964,100,1,High
4284,100,1,High
148054,100,1,High
183111,100,1,High
178850,100,1,High
117752,100,1,High
195427,100,1,High
116331,100,1,High
109181,100,1,High
180385,100,1,High
136066,100,1,High
171334,100,1,High
122476,100,1,High
173963,100,1,High
149567,100,1,High
141069,100,1,High
137517,100,1,High
108946,100,1,High
4382,100,1,High
169068,100,1,High
166725,100,1,High
141106,100,1,High
127890,100,1,High
116368,100,1,High
184906,100,1,High
172172,100,1,High
5003,100,1,High
169188,100,1,High
188192,100,1,High
167139,100,1,High
126569,100,1,High
6448,100,1,High
122550,100,1,High
185080,100,1,High
145454,100,1,High
139547,100,1,High
105300,100,1,High
118221,100,1,High
196613,100,1,High
142673,100,1,High
171956,100,1,High
5932,100,1,High
203362,100,1,High
138311,100,1,High
114751,100,1,High
182408,100,1,High
202282,100,1,High
139660,100,1,High
153107,100,1,High
128800,100,1,High
198004,100,1,High
189207,100,1,High
124838,100,1,High
187362,100,1,High
133942,100,1,High
190456,100,1,High
184628,100,1,High
177893,100,1,High
177458,100,1,High
175097,100,1,High
186520,100,1,High
200316,100,1,High
111646,100,1,High
191277,100,1,High
191334,100,1,High
202554,100,1,High
180793,100,1,High
126714,100,1,High
146781,100,1,High
169639,100,1,High
113384,100,1,High
105269,100,1,High
151652,100,1,High
190487,100,1,High
202272,100,1,High
194931,100,1,High
128559,100,1,High
138711,100,1,High
132022,100,1,High
116051,100,1,High
167957,100,1,High
193551,100,1,High
190542,100,1,High
174521,100,1,High
192107,100,1,High
185406,100,1,High
148902,100,1,High
143352,100,1,High
141736,100,1,High
4356,100,1,High
197797,100,1,High
2387,100,1,High
141999,100,1,High
210,100,1,High
113854,100,1,High
172084,100,1,High
149605,100,1,High
180237,100,1,High
181116,100,1,High
203159,100,1,High
137799,100,1,High
127988,100,1,High
127547,100,1,High
145481,100,1,High
4563,100,1,High
164971,100,1,High
181970,100,1,High
198565,100,1,High
119748,100,1,High
167951,100,1,High
144148,100,1,High
201248,100,1,High
176469,100,1,High
110673,100,1,High
200964,100,1,High
192373,100,1,High
142073,100,1,High
148162,100,1,High
195804,100,1,High
4764,100,1,High
120633,100,1,High
176195,100,1,High
113834,100,1,High
137255,100,1,High
125668,100,1,High
110851,100,1,High
162337,100,1,High
5912,100,1,High
159550,100,1,High
194619,100,1,High
136558,100,1,High
180437,100,1,High
196314,100,1,High
198948,100,1,High
194853,100,1,High
125280,100,1,High
174046,100,1,High
1666,100,1,High
203900,100,1,High
201629,100,1,High
184451,100,1,High
143177,100,1,High
125378,100,1,High
161873,100,1,High
133642,100,1,High
192596,100,1,High
176977,100,1,High
146478,100,1,High
128655,100,1,High
106755,100,1,High
198444,100,1,High
150840,100,1,High
172039,100,1,High
185912,100,1,High
194449,100,1,High
131725,100,1,High
136724,100,1,High
172357,100,1,High
196224,100,1,High
5449,100,1,High
172966,100,1,High
182401,100,1,High
134984,100,1,High
173073,100,1,High
136104,100,1,High
165704,99,1,High
154246,99,1,High
127577,99,1,High
162310,99,1,High
119994,99,1,High
184414,99,1,High
188407,99,1,High
152554,99,1,High
204368,99,1,High
163895,99,1,High
120837,99,1,High
169834,99,1,High
116255,99,1,High
164542,99,1,High
111814,99,1,High
118609,99,1,High
172985,99,1,High
137642,99,1,High
192754,99,1,High
156768,99,1,High
186354,99,1,High
24389,99,1,High
9158,99,1,High
37308,99,1,High
95802,99,1,High
63789,99,1,High
9534,99,1,High
38171,99,1,High
48897,99,1,High
16538,99,1,High
129429,99,1,High
106638,99,1,High
182425,99,1,High
115553,99,1,High
145106,99,1,High
172621,99,1,High
165062,99,1,High
125355,99,1,High
143774,99,1,High
109305,99,1,High
134540,99,1,High
178506,99,1,High
79357,99,1,High
163789,99,1,High
66806,99,1,High
124937,99,1,High
120713,99,1,High
178872,98,1,High
163102,98,1,High
175519,98,1,High
138433,98,1,High
191004,98,1,High
87481,98,1,High
165274,98,1,High
101580,98,1,High
147788,98,1,High
185371,98,1,High
1866,98,1,High
111936,98,1,High
140440,98,1,High
189025,98,1,High
2307,98,1,High
160194,98,1,High
5253,98,1,High
179667,98,1,High
176828,98,1,High
190056,98,1,High
128710,98,1,High
108363,98,1,High
187524,98,1,High
2604,98,1,High
154645,98,1,High
179262,98,1,High
128687,98,1,High
162224,98,1,High
200156,98,1,High
192287,98,1,High
117944,98,1,High
144415,98,1,High
126715,98,1,High
183871,98,1,High
182430,98,1,High
52904,98,1,High
53928,98,1,High
86454,98,1,High
29374,98,1,High
95296,98,1,High
76205,98,1,High
22986,98,1,High
65807,98,1,High
86802,98,1,High
88008,98,1,High
63885,98,1,High
99955,98,1,High
18191,98,1,High
89581,98,1,High
103835,98,1,High
74575,97,1,High
72156,97,1,High
77293,97,1,High
46202,97,1,High
18631,97,1,High
46518,97,1,High
97401,97,1,High
43448,97,1,High
79046,97,1,High
89934,97,1,High
37007,97,1,High
91351,97,1,High
80883,97,1,High
82925,97,1,High
88236,97,1,High
63023,97,1,High
60807,97,1,High
89251,97,1,High
37056,97,1,High
55626,97,1,High
36370,97,1,High
66411,97,1,High
110314,97,1,High
127506,97,1,High
182873,97,1,High
129605,97,1,High
84210,97,1,High
74740,97,1,High
47676,97,1,High
59180,97,1,High
36944,97,1,High
100612,97,1,High
83608,97,1,High
127081,97,1,High
38495,97,1,High
173968,97,1,High
179548,97,1,High
165820,97,1,High
120538,97,1,High
136966,97,1,High
137453,97,1,High
123751,97,1,High
202371,97,1,High
171132,97,1,High
187431,97,1,High
198496,97,1,High
105168,97,1,High
194051,97,1,High
205417,97,1,High
111608,97,1,High
109904,97,1,High
134177,97,1,High
129168,97,1,High
110986,97,1,High
109260,96,1,High
105630,96,1,High
194533,96,1,High
118755,96,1,High
165235,96,1,High
144616,96,1,High
148185,96,1,High
178821,96,1,High
161002,96,1,High
116713,96,1,High
158058,96,1,High
202430,96,1,High
139453,96,1,High
194109,96,1,High
114849,96,1,High
106169,96,1,High
189170,96,1,High
105885,96,1,High
127049,96,1,High
138292,96,1,High
121087,96,1,High
109329,96,1,High
152278,96,1,High
166652,96,1,High
6175,96,1,High
151640,96,1,High
